2023-03-17 14:23:43	50000000.0	19.0	10.13451
2023-03-17 14:23:43	52100000.0	19.0	10.13716
2023-03-17 14:23:44	54204200.0	19.0	10.12963
2023-03-17 14:23:44	56312608.4	19.0	10.13151
2023-03-17 14:23:45	58425233.617	19.0	10.13439
2023-03-17 14:23:45	60542084.084	19.0	10.13327
2023-03-17 14:23:46	62663168.252	19.0	10.13274
2023-03-17 14:23:46	64788494.589	19.0	10.13124
2023-03-17 14:23:47	66918071.578	19.0	10.12737
2023-03-17 14:23:48	69051907.721	19.0	10.13027
2023-03-17 14:23:48	71190011.536	19.0	10.12849
2023-03-17 14:23:49	73332391.56	19.0	10.13003
2023-03-17 14:23:49	75479056.343	19.0	10.12857
2023-03-17 14:23:50	77630014.455	19.0	10.12986
2023-03-17 14:23:50	79785274.484	19.0	10.12833
2023-03-17 14:23:51	81944845.033	19.0	10.12806
2023-03-17 14:23:51	84108734.723	19.0	10.12851
2023-03-17 14:23:52	86276952.193	19.0	10.1288
2023-03-17 14:23:52	88449506.097	19.0	10.1282
2023-03-17 14:23:53	90626405.109	19.0	10.12669
2023-03-17 14:23:53	92807657.92	19.0	10.1302
2023-03-17 14:23:54	94993273.235	19.0	10.12674
2023-03-17 14:23:54	97183259.782	19.0	10.12723
2023-03-17 14:23:55	99377626.301	19.0	10.12581
2023-03-17 14:23:55	101576381.554	19.0	10.12914
2023-03-17 14:23:56	103779534.317	19.0	10.12957
2023-03-17 14:23:56	105987093.386	19.0	10.12686
2023-03-17 14:23:57	108199067.573	19.0	10.12686
2023-03-17 14:23:57	110415465.708	19.0	10.13083
2023-03-17 14:23:58	112636296.639	19.0	10.13054
2023-03-17 14:23:59	114861569.232	19.0	10.12771
2023-03-17 14:23:59	117091292.371	19.0	10.12761
2023-03-17 14:24:00	119325474.956	19.0	10.13244
2023-03-17 14:24:00	121564125.905	19.0	10.1286
2023-03-17 14:24:01	123807254.157	19.0	10.13144
2023-03-17 14:24:01	126054868.666	19.0	10.12309
2023-03-17 14:24:02	128306978.403	19.0	10.12427
2023-03-17 14:24:02	130563592.36	19.0	10.13124
2023-03-17 14:24:03	132824719.544	19.0	10.12543
2023-03-17 14:24:03	135090368.984	19.0	10.13086
2023-03-17 14:24:04	137360549.722	19.0	10.12574
2023-03-17 14:24:04	139635270.821	19.0	10.12569
2023-03-17 14:24:05	141914541.363	19.0	10.13163
2023-03-17 14:24:05	144198370.445	19.0	10.12767
2023-03-17 14:24:06	146486767.186	19.0	10.12599
2023-03-17 14:24:06	148779740.721	19.0	10.12996
2023-03-17 14:24:07	151077300.202	19.0	10.1281
2023-03-17 14:24:07	153379454.802	19.0	10.13359
2023-03-17 14:24:08	155686213.712	19.0	10.12534
2023-03-17 14:24:09	157997586.139	19.0	10.12557
2023-03-17 14:24:09	160313581.312	19.0	10.12741
2023-03-17 14:24:10	162634208.474	19.0	10.12543
2023-03-17 14:24:10	164959476.891	19.0	10.12319
2023-03-17 14:24:11	167289395.845	19.0	10.12337
2023-03-17 14:24:11	169623974.637	19.0	10.12756
2023-03-17 14:24:12	171963222.586	19.0	10.12427
2023-03-17 14:24:12	174307149.031	19.0	10.12821
2023-03-17 14:24:13	176655763.329	19.0	10.12264
2023-03-17 14:24:13	179009074.856	19.0	10.122
2023-03-17 14:24:14	181367093.006	19.0	10.12554
2023-03-17 14:24:14	183729827.192	19.0	10.12826
2023-03-17 14:24:15	186097286.846	19.0	10.12814
2023-03-17 14:24:15	188469481.42	19.0	10.12717
2023-03-17 14:24:16	190846420.383	19.0	10.127
2023-03-17 14:24:16	193228113.223	19.0	10.12453
2023-03-17 14:24:17	195614569.45	19.0	10.1256
2023-03-17 14:24:17	198005798.589	19.0	10.12803
2023-03-17 14:24:18	200401810.186	19.0	10.13023
2023-03-17 14:24:18	202802613.806	19.0	10.12841
2023-03-17 14:24:19	205208219.034	19.0	10.13027
2023-03-17 14:24:19	207618635.472	19.0	10.12996
2023-03-17 14:24:20	210033872.743	19.0	10.12796
2023-03-17 14:24:20	212453940.488	19.0	10.12806
2023-03-17 14:24:21	214878848.369	19.0	10.12643
2023-03-17 14:24:21	217308606.066	19.0	10.12936
2023-03-17 14:24:22	219743223.278	19.0	10.12484
2023-03-17 14:24:22	222182709.725	19.0	10.12476
