2023-04-03 18:48:10	50000000.0	19.0	5.021314
2023-04-03 18:48:11	52100000.0	19.0	5.021343
2023-04-03 18:48:11	54204200.0	19.0	5.023343
2023-04-03 18:48:12	56312608.4	19.0	5.020486
2023-04-03 18:48:12	58425233.6168	19.0	5.020343
2023-04-03 18:48:13	60542084.084034	19.0	5.020357
2023-04-03 18:48:13	62663168.252202	19.0	5.020357
2023-04-03 18:48:14	64788494.588706	19.0	5.0206
2023-04-03 18:48:14	66918071.577883	19.0	5.020257
2023-04-03 18:48:15	69051907.721039	19.0	5.020214
2023-04-03 18:48:15	71190011.536481	19.0	5.020772
2023-04-03 18:48:16	73332391.559554	19.0	5.020828
2023-04-03 18:48:16	75479056.342673	19.0	5.020228
2023-04-03 18:48:17	77630014.455359	19.0	5.020586
2023-04-03 18:48:17	79785274.484269	19.0	5.020885
2023-04-03 18:48:18	81944845.033238	19.0	5.020157
2023-04-03 18:48:18	84108734.723304	19.0	5.021829
2023-04-03 18:48:19	86276952.192751	19.0	5.022357
2023-04-03 18:48:20	88449506.097137	19.0	5.021071
2023-04-03 18:48:20	90626405.109331	19.0	5.023672
2023-04-03 18:48:21	92807657.91955	19.0	5.0208
2023-04-03 18:48:21	94993273.235389	19.0	5.020828
2023-04-03 18:48:22	97183259.781859	19.0	5.020286
2023-04-03 18:48:22	99377626.301423	19.0	5.020557
2023-04-03 18:48:23	101576381.554026	19.0	5.020628
2023-04-03 18:48:23	103779534.317134	19.0	5.022571
2023-04-03 18:48:24	105987093.385768	19.0	5.021986
2023-04-03 18:48:24	108199067.57254	19.0	5.020671
2023-04-03 18:48:25	110415465.707685	19.0	5.020628
2023-04-03 18:48:25	112636296.6391	19.0	5.020671
2023-04-03 18:48:26	114861569.232378	19.0	5.020228
2023-04-03 18:48:26	117091292.370843	19.0	5.020286
2023-04-03 18:48:27	119325474.955585	19.0	5.0212
2023-04-03 18:48:27	121564125.905496	19.0	5.020472
2023-04-03 18:48:28	123807254.157307	19.0	5.020486
2023-04-03 18:48:28	126054868.665622	19.0	5.021243
2023-04-03 18:48:29	128306978.402953	19.0	5.024257
2023-04-03 18:48:30	130563592.359759	19.0	5.023586
2023-04-03 18:48:30	132824719.544478	19.0	5.021743
2023-04-03 18:48:31	135090368.983567	19.0	5.020414
2023-04-03 18:48:31	137360549.721534	19.0	5.020228
2023-04-03 18:48:32	139635270.820978	19.0	5.020614
2023-04-03 18:48:32	141914541.362619	19.0	5.020243
2023-04-03 18:48:33	144198370.445345	19.0	5.020086
2023-04-03 18:48:33	146486767.186235	19.0	5.0201
2023-04-03 18:48:34	148779740.720608	19.0	5.020029
2023-04-03 18:48:34	151077300.202049	19.0	5.020042
2023-04-03 18:48:35	153379454.802453	19.0	5.0202
2023-04-03 18:48:35	155686213.712058	19.0	5.020286
2023-04-03 18:48:36	157997586.139482	19.0	5.020772
2023-04-03 18:48:36	160313581.311761	19.0	5.020257
2023-04-03 18:48:37	162634208.474385	19.0	5.020371
2023-04-03 18:48:37	164959476.891333	19.0	5.020486
2023-04-03 18:48:38	167289395.845116	19.0	5.020143
